movieId,title,genres,title,genres
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,마라핫팟 훠궈만들기,실생활 요리|자취 초보 요리|중식 요리|혼밥 요리|움짤 레시피
4602,Harlem Nights (1989),Comedy|Crime|Romance,굴소스베이컨필라프,실생활 요리|자취 초보 요리|한식 요리|햄/소시지|볶음밥/오므라이스
4603,Her Alibi (1989),Comedy|Romance,불낙스키야키,실생활 요리|수산물|국/탕요리|퓨전요리|움짤 레시피|찌개요리
4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,LCHF 버섯스크램블,실생활 요리|양식 요리|자취 초보 요리|볶음요리|혼밥 요리|다이어트 요리|달걀/유제품 요리|간단 재료 요리|동영상 레시피
4606,Immediate Family (1989),Drama,메추리알스팸,가공식품 요리|실생활 요리|구이요리|술안주|자취 초보 요리|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|간단 재료 요리|전/부침요리|10분 요리|간편 메인반찬
4608,"Innocent Man, An (1989)",Crime|Drama,얼큰수제비와 배추전,실생활 요리|국/탕요리|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|빈혈 예방|간단 재료 요리|아이 성장/발육 |수유모 건강|피부 재생|겨울|간편 메인반찬|동영상 레시피
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,날치알비빔밥,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|15분 요리|채소밥/비빔밥|수산가공품|간편 메인반찬|동영상 레시피
4612,Jesus of Montreal (J챕sus de Montr챕al) (1989),Drama,스팸함박스테이크,가공식품 요리|실생활 요리|구이요리|술안주|자취 초보 요리|퓨전요리|간식/야식|간단 재료 요리|동영상 레시피
4614,Kickboxer (1989),Action,고구마 베이컨 프리타타,양식 요리|파티/명절요리|자취 초보 요리|퓨전요리|달걀/유제품 요리|간단 재료 요리|전/부침요리
4615,Last Exit to Brooklyn (1989),Drama,매운양념만두,가공식품 요리|실생활 요리|구이요리|술안주|양념/소스/잼|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|움짤 레시피|간단 재료 요리|만두요리
4616,Lean on Me (1989),Drama,크림스프리조또,가공식품 요리|실생활 요리|10분 요리|스튜/스프요리|이국적인맛|쌀밥/잡곡밥
4617,Let It Ride (1989),Comedy,방울토마토 피클,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|혼밥 요리|다이어트 요리|간단 재료 요리
4618,Leviathan (1989),Horror|Sci-Fi|Thriller,함박스테이크,쇠고기|실생활 요리|구이요리|술안주|파티/명절요리|돼지고기
4619,Little Monsters (1989),Comedy,토마토 달걀 스튜,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|스튜/스프요리|해장요리|아이 간식
4621,Look Who's Talking (1989),Comedy|Romance,바지락칼국수,실생활 요리|수산물|국/탕요리|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|한식면|15분 요리|간단 재료 요리|10분 요리|수산가공품|해장요리
4622,Loverboy (1989),Comedy,버섯밥,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|혼밥 요리|간단 재료 요리|볶음밥/오므라이스
4623,Major League (1989),Comedy,포테이토피자,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|피자|전/부침요리
4624,Meet the Feebles (1989),Animation|Comedy|Musical,에그베이컨롤,자취 초보 요리|퓨전요리|간식/야식|달걀/유제품 요리|김밥/롤/주먹밥/초밥
4625,Millennium (1989),Drama|Sci-Fi|Thriller,경양식 크림스프,손님 접대 요리|실생활 요리|양식 요리|자취 초보 요리|퓨전요리|간식/야식|달걀/유제품 요리|15분 요리|스튜/스프요리|동영상 레시피
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,일본식 냉라면,손님 접대 요리|실생활 요리|일식 요리|중식 요리|간식/야식|국물면요리|일식면|해장요리
4627,Miss Firecracker (1989),Comedy,오징어 브로콜리 샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|혼밥 요리|기미/주근깨|다이어트 요리|간식/야식|15분 요리|간단 재료 요리|수산가공품|아이 성장/발육 |수유모 건강|눈 건강|동영상 레시피
4628,New York Stories (1989),Comedy|Drama,게살스튜,실생활 요리|자취 초보 요리|중식 요리|수산가공품|스튜/스프요리
4629,Next of Kin (1989),Action|Crime|Thriller,단백질 공화국 통밀 팬케이크,빵/케이크|손님 접대 요리|가공식품 요리|실생활 요리|양식 요리|파티/명절요리|자취 초보 요리|과일 요리|혼밥 요리|간식/야식|간단 재료 요리|5분 요리|동영상 레시피
4630,No Holds Barred (1989),Action,현미두유리조또,양식 요리|파티/명절요리|자취 초보 요리|퓨전요리|다이어트 요리|간식/야식|15분 요리|볶음밥/오므라이스
4632,"Package, The (1989)",Action|Thriller,삼겹살로스트,면역력 강화|돼지고기|혼밥 요리|움짤 레시피
4634,Penn & Teller Get Killed (1989),Adventure|Comedy,새우대패,수산물|구이요리|술안주|파티/명절요리|자취 초보 요리|한식 요리|혼밥 요리|간단 재료 요리
4636,"Punisher, The (1989)",Action,명란파스타,양식 요리|파티/명절요리|자취 초보 요리|서양식면|볶음면요리|간단 재료 요리|젓갈/장아찌
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,게살마요부리또,샌드위치|자취 초보 요리|퓨전요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|김밥/롤/주먹밥/초밥|수산가공품
4639,America's Sweethearts (2001),Comedy|Romance,도토리묵밥(묵사발),실생활 요리|수산물|국/탕요리|채소류 요리|자취 초보 요리|한식 요리|달걀/유제품 요리|15분 요리|수산가공품
4640,Brother (2000),Action|Crime|Thriller,맘모스콤비네이션피자,빵/케이크|손님 접대 요리|가공식품 요리|실생활 요리|양식 요리|채소류 요리|파티/명절요리|퓨전요리|빈혈 예방|피자|간식/야식|달걀/유제품 요리|아이 성장/발육 
4641,Ghost World (2001),Comedy|Drama,잡채덮밥,실생활 요리|자취 초보 요리|중식 요리|덮밥/국밥|혼밥 요리|간식/야식|한식면|15분 요리|간단 재료 요리|중식면
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,비빔소바,실생활 요리|일식 요리|채소류 요리|자취 초보 요리|혼밥 요리|비빔면요리|일식면|움짤 레시피
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,비비빅 오레오 빙수,양식 요리|자취 초보 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|아이스크림|여름
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,머쉬룸크림스프,실생활 요리|양식 요리|채소류 요리|자취 초보 요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|10분 요리|5분 요리|스튜/스프요리|아이 간식
4645,Cure (1997),Crime|Horror|Thriller,해쉬포테이토,채소류 요리|자취 초보 요리|퓨전요리|튀김요리|간식/야식
4649,Wet Hot American Summer (2001),Comedy,크래미샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|혼밥 요리|간단 재료 요리|수산가공품|5분 요리
4652,"Return of Swamp Thing, The (1989)",Comedy|Horror|Sci-Fi,슬기로운생활-만능간장1,실생활 요리|양념/소스/잼|자취 초보 요리|한식 요리|간단 재료 요리
4654,Road House (1989),Action|Drama,잉글리시 머핀,빵/케이크|간식/야식
4655,Romero (1989),Drama,스팸전골,가공식품 요리|술안주|한식 요리|찌개요리|동영상 레시피
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,해물만두전골,손님 접대 요리|가공식품 요리|실생활 요리|수산물|채소류 요리|술안주|파티/명절요리|한식 요리|혼밥 요리|움짤 레시피|해장요리
4659,Scandal (1989),Drama,들깨사골순대국,가공식품 요리|술안주|한식 요리|덮밥/국밥|15분 요리
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,모닝샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|혼밥 요리|5분 요리
4661,Sea of Love (1989),Crime|Drama|Thriller,미나리파스타,채소류 요리|퓨전요리|혼밥 요리|빈혈 예방|아이 성장/발육 |암 예방|잇몸 건강|동영상 레시피
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,초간단 꽁치김치찌개,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|생선|찌개요리|간단 재료 요리|동영상 레시피
4663,She's Out of Control (1989),Comedy,메밀두부샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|콩/두부 요리|혼밥 요리|다이어트 요리|간식/야식|일식면|간단 재료 요리|10분 요리
4664,Shirley Valentine (1989),Comedy|Romance,바지락콩나물국,실생활 요리|수산물|국/탕요리|채소류 요리|자취 초보 요리|한식 요리|나물/무침|다이어트 요리|간단 재료 요리|해장요리
4666,Skin Deep (1989),Comedy,병아리콩 샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|콩/두부 요리|혼밥 요리|간단 재료 요리
4667,Slaves of New York (1989),Drama,이것이원윌이닭,가공식품 요리|술안주|한식 요리|닭고기|간식/야식|국물면요리
4670,"Stepfather, The (1987)",Horror|Thriller,매운갈비양념 철판치즈불닭,술안주|한식 요리|닭고기|볶음요리|움짤 레시피
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,베이컨치즈핫케이크,빵/케이크|양식 요리|혼밥 요리|간식/야식|달걀/유제품 요리
4674,Tap (1989),Drama,스팸소면무침,가공식품 요리|술안주|한식 요리|나물/무침|한식면|움짤 레시피
4675,Three Fugitives (1989),Action|Comedy,가래떡 츄러스,빵/케이크|퓨전요리|간식/야식|10분 요리|아이 간식
4676,Troop Beverly Hills (1989),Comedy,갈릭토스트 카프레제샐러드,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|샐러드요리|간단 재료 요리|요거트
4677,Turner & Hooch (1989),Comedy|Crime,김치 치즈 누룽지,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|빈혈 예방|김치요리|피자|간식/야식|전/부침요리|10분 요리|아이 간식|동영상 레시피
4678,UHF (1989),Comedy,양배추 크림 덮밥,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|덮밥/국밥|혼밥 요리|움짤 레시피|15분 요리|10분 요리
4679,Uncle Buck (1989),Comedy,해산물레드커리,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|덮밥/국밥
4680,Vampire's Kiss (1989),Comedy|Fantasy|Horror,생과일주스,실생활 요리|양식 요리|자취 초보 요리|과일 요리|혼밥 요리|기미/주근깨|다이어트 요리|움짤 레시피|간단 재료 요리|10분 요리|주스|눈 건강|불면증 해소
4681,"War of the Roses, The (1989)",Comedy|Drama,굴짬뽕,실생활 요리|자취 초보 요리|중식 요리|국물면요리|중식면
4682,Warlock (1989),Action|Horror,크리스마스 오레오팝 ,파티/명절요리|자취 초보 요리|혼밥 요리|간식/야식|과자/쿠키|움짤 레시피|15분 요리|간단 재료 요리|10분 요리|5분 요리|아이 간식
4684,Worth Winning (1989),Comedy,라이스페이퍼쌈말이,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|김밥/롤/주먹밥/초밥
4686,Weekend at Bernie's II (1993),Adventure|Comedy,통오징어구이,수산물|구이요리|술안주|자취 초보 요리|한식 요리|움짤 레시피|10분 요리
4687,Billy Liar (1963),Comedy,야채복음밥,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리|간단 재료 요리|볶음밥/오므라이스|주스|간편 메인반찬
4688,Black Robe (1991),Adventure|Drama,돼지등갈비 김치찜,찜요리|실생활 요리|술안주|파티/명절요리|한식 요리|돼지고기|김치요리|움짤 레시피
4690,"Cotton Club, The (1984)",Crime|Musical,치즈감자,채소류 요리|자취 초보 요리|퓨전요리|간식/야식
4691,Def-Con 4 (1985),Action|Sci-Fi,링 마이 롤,나들이 요리|자취 초보 요리|한식 요리|혼밥 요리|햄/소시지|김밥/롤/주먹밥/초밥|간편 메인반찬
4692,"Hotel New Hampshire, The (1984)",Drama,쿠시카츠,가공식품 요리|술안주|퓨전요리|튀김요리
4696,"Zorro, the Gay Blade (1981)",Comedy,고구마라이스그라탕,실생활 요리|채소류 요리|자취 초보 요리|퓨전요리
4697,Basket Case (1982),Comedy|Horror,LCHF 닭가슴살스테이크,실생활 요리|양식 요리|구이요리|자취 초보 요리|닭고기|혼밥 요리|다이어트 요리|동영상 레시피
4698,Orphans (1997),Comedy|Drama,오쏘야,실생활 요리|자취 초보 요리|볶음요리|혼밥 요리|간식/야식|15분 요리|햄/소시지
4699,Original Sin (2001),Drama|Romance|Thriller,매운돈가쓰,손님 접대 요리|실생활 요리|일식 요리|술안주|한식 요리|돼지고기|튀김요리|간식/야식
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,콩나물해장국,국/탕요리|채소류 요리|자취 초보 요리|한식 요리|해장요리
4701,Rush Hour 2 (2001),Action|Comedy,마차팬케익,빵/케이크|파티/명절요리|혼밥 요리|간식/야식|움짤 레시피
4703,Chocolat (1988),Drama,허니레몬소주,가공식품 요리|술안주|파티/명절요리|자취 초보 요리|한식 요리|간단 재료 요리|5분 요리|기타음료|주류/칵테일
4704,Hatari! (1962),Adventure|Comedy,허니 오징어 버터구이,수산물|구이요리|술안주|자취 초보 요리|한식 요리|간식/야식|움짤 레시피
4705,"Cage aux Folles, La (1978)",Comedy,중국식계란스프,실생활 요리|채소류 요리|자취 초보 요리|중식 요리|혼밥 요리|달걀/유제품 요리|15분 요리|간단 재료 요리|스튜/스프요리|해장요리
4706,"Cage aux Folles II, La (1980)",Comedy,토마토달걀덮밥,실생활 요리|채소류 요리|자취 초보 요리|중식 요리|덮밥/국밥|간식/야식|달걀/유제품 요리|15분 요리|해장요리
4709,Paint Your Wagon (1969),Comedy|Musical|Western,삼겹비빔국수,실생활 요리|술안주|자취 초보 요리|한식 요리|돼지고기|혼밥 요리|간식/야식|한식면|비빔면요리|간단 재료 요리|10분 요리|5분 요리
4710,"Shootist, The (1976)",Drama|Western,핫윙구이,손님 접대 요리|실생활 요리|나들이 요리|구이요리|술안주|파티/명절요리|자취 초보 요리|닭고기|퓨전요리|혼밥 요리|간식/야식|간단 재료 요리|해장요리|간편 메인반찬
4711,Theremin: An Electronic Odyssey (1993),Documentary,밥도그,한식 요리|간식/야식|햄/소시지|햄버거/핫도그
4712,"Wild Child, The (Enfant sauvage, L') (1970)",Drama,갈릭또띠아스틱,가공식품 요리|술안주|파티/명절요리|자취 초보 요리|퓨전요리|빈혈 예방|멕시칸 요리|간식/야식|과자/쿠키|불면증 해소
4713,Altered States (1980),Drama|Sci-Fi,뽀모도로모짜렐라스파게티,손님 접대 요리|실생활 요리|양식 요리|채소류 요리|자취 초보 요리|혼밥 요리|서양식면|기미/주근깨|빈혈 예방|간단 재료 요리|아이 성장/발육 |수유모 건강|잇몸 건강|피부 재생|눈 건강|비뇨기 건강|산모 건강|간편 메인반찬
4714,Any Which Way You Can (1980),Comedy,파프리카리조또컵,실생활 요리|채소류 요리|자취 초보 요리|빈혈 예방|간식/야식|이국적인맛
4716,Bad Timing: A Sensual Obsession (1980),Drama,블루베리또띠아피자,가공식품 요리|술안주|파티/명절요리|자취 초보 요리|멕시칸 요리|피자|간식/야식
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy,고구마케이크,빵/케이크|파티/명절요리|퓨전요리|움짤 레시피|아이 간식|가을
4718,American Pie 2 (2001),Comedy,비트 채소피클,실생활 요리|채소류 요리|자취 초보 요리|빈혈 예방|15분 요리|젓갈/장아찌
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,몬테크리스토 샌드위치,샌드위치|나들이 요리|자취 초보 요리|간식/야식|달걀/유제품 요리|햄/소시지
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,쉬림프에그인헬,손님 접대 요리|가공식품 요리|실생활 요리|수산물|양식 요리|파티/명절요리|자취 초보 요리|달걀/유제품 요리|움짤 레시피|이국적인맛
4721,American Outlaws (2001),Action|Comedy|Western,키티몰드 요리 5종,빵/케이크|양식 요리|자취 초보 요리|간식/야식|간단 재료 요리|아이 간식|사탕/초콜렛|동영상 레시피
4722,All Over the Guy (2001),Comedy,돼지고기 파인애플 볶음밥,실생활 요리|채소류 요리|자취 초보 요리|볶음요리|퓨전요리|돼지고기|혼밥 요리|볶음밥/오므라이스|동영상 레시피
4723,"Deep End, The (2001)",Drama,맥앤치즈볼프라이,가공식품 요리|술안주|튀김요리|움짤 레시피
4724,On the Edge (2001),Drama,토마토라면,가공식품 요리|술안주|자취 초보 요리|혼밥 요리|간식/야식|국물면요리|15분 요리|간단 재료 요리
4725,Session 9 (2001),Horror|Thriller,불닭발&김주먹밥,술안주|한식 요리|닭고기|볶음요리|움짤 레시피
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War,연어초밥롤,손님 접대 요리|실생활 요리|일식 요리|나들이 요리|술안주|파티/명절요리|자취 초보 요리|혼밥 요리|간식/야식|15분 요리|간단 재료 요리|10분 요리|김밥/롤/주먹밥/초밥|5분 요리
4728,Rat Race (2001),Comedy,만가닥버섯볶음밥,실생활 요리|채소류 요리|자취 초보 요리|볶음요리|중식 요리|혼밥 요리|움짤 레시피|15분 요리|볶음밥/오므라이스
4731,Innocence (2000),Drama,홍구리 라면,가공식품 요리|술안주|자취 초보 요리|혼밥 요리|간식/야식|10분 요리
4732,Bubble Boy (2001),Comedy,청경채 볶음,실생활 요리|채소류 요리|자취 초보 요리|볶음요리|중식 요리|혼밥 요리|다이어트 요리|15분 요리|간단 재료 요리|10분 요리|5분 요리|간편 메인반찬
4733,"Curse of the Jade Scorpion, The (2001)",Comedy,중국식 감자채볶음,실생활 요리|채소류 요리|자취 초보 요리|볶음요리|중식 요리|혼밥 요리|15분 요리|간단 재료 요리
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,먹태 버터구이,수산물|구이요리|술안주|자취 초보 요리|한식 요리|간단 재료 요리|동영상 레시피
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,막창떡볶이,쇠고기|술안주|한식 요리|볶음요리|동영상 레시피
4736,Summer Catch (2001),Comedy|Drama|Romance,새싹파스타,실생활 요리|양식 요리|채소류 요리|자취 초보 요리|혼밥 요리|서양식면|기미/주근깨|볶음면요리|간식/야식|움짤 레시피|간단 재료 요리|허리/관절 건강
4737,"American Rhapsody, An (2001)",Drama,백순대볶음,가공식품 요리|술안주|자취 초보 요리|한식 요리|볶음요리|간식/야식|동영상 레시피
4738,Happy Accidents (2000),Romance|Sci-Fi,문어소시지,술안주|자취 초보 요리|퓨전요리|튀김요리|혼밥 요리|움짤 레시피|15분 요리|햄/소시지
4740,Maybe Baby (2000),Comedy|Romance,짬뽕밥,실생활 요리|수산물|국/탕요리|채소류 요리|술안주|한식 요리|중식 요리|혼밥 요리|찌개요리|간단 재료 요리|해장요리|간편 메인반찬
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance,미스프레쉬 파스타,실생활 요리|양식 요리|채소류 요리|자취 초보 요리|혼밥 요리|서양식면|15분 요리|간단 재료 요리|10분 요리|5분 요리|스튜/스프요리
4743,Tortilla Soup (2001),Comedy|Romance,새우 배추 된장국,실생활 요리|수산물|국/탕요리|자취 초보 요리|한식 요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|아이 성장/발육 |수유모 건강|피부 재생|해장요리|산모 건강
4744,Jeepers Creepers (2001),Horror,표고 쇠소기 볶음,쇠고기|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|볶음요리|혼밥 요리|15분 요리|간단 재료 요리|아이 성장/발육 |수유모 건강|산모 건강
4745,O (2001),Drama,불닭아몬드,가공식품 요리|술안주|자취 초보 요리|한식 요리|볶음요리|간단 재료 요리|5분 요리
4748,3 Ninjas (1992),Action|Children|Comedy,치즈듬풍토스트,샌드위치|나들이 요리|자취 초보 요리|간식/야식|달걀/유제품 요리
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy,모닝빵샌드위치,샌드위치|나들이 요리|자취 초보 요리|간식/야식|15분 요리
4750,3 Ninjas Knuckle Up (1995),Action|Children,에그 모닝 샌드위치,샌드위치|나들이 요리|자취 초보 요리|간식/야식|달걀/유제품 요리|15분 요리|간단 재료 요리
4751,"Hunter, The (1980)",Action|Thriller,바베큐폭립,돼지고기|혼밥 요리|움짤 레시피
4752,Maniac (1980),Horror,소불고기 쌈밥,쇠고기|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|볶음요리|간단 재료 요리
4753,Vamp (1986),Comedy|Horror, 명란마요로스트치킨,실생활 요리|양식 요리|구이요리|술안주|파티/명절요리|닭고기
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,미니 새우버거,손님 접대 요리|가공식품 요리|실생활 요리|수산물|나들이 요리|채소류 요리|파티/명절요리|퓨전요리|기미/주근깨|빈혈 예방|간식/야식|햄버거/핫도그|아이 성장/발육 |허리/관절 건강|암 예방|수유모 건강|잇몸 건강|눈 건강|아이 간식
4755,Wish Upon a Star (1996),Comedy,토마토달걀볶음,실생활 요리|채소류 요리|자취 초보 요리|볶음요리|중식 요리|간식/야식|달걀/유제품 요리|15분 요리|동영상 레시피
4756,"Musketeer, The (2001)",Action|Adventure|Drama|Romance,쁘띠칠리버거,양식 요리|자취 초보 요리|간식/야식|햄버거/핫도그
4757,Rock Star (2001),Comedy|Drama|Musical,부타동,실생활 요리|일식 요리|채소류 요리|자취 초보 요리|돼지고기|덮밥/국밥
4761,Diamond Men (2001),Drama,피자핫도그,가공식품 요리|술안주|자취 초보 요리|퓨전요리|혼밥 요리|피자|간식/야식|움짤 레시피|간단 재료 요리|5분 요리|햄버거/핫도그
4763,"Iron Ladies, The (Satree lek) (2000)",Comedy,토마토요거트주스,실생활 요리|채소류 요리|자취 초보 요리|면역력 강화|퓨전요리|혼밥 요리|다이어트 요리|간식/야식|달걀/유제품 요리|15분 요리|간단 재료 요리|요거트|주스|기타음료|대장 튼튼|위 튼튼
4765,L.I.E. (2001),Drama,쿠지라이식라면,가공식품 요리|술안주|자취 초보 요리|퓨전요리|혼밥 요리|국물면요리|간단 재료 요리|5분 요리
4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Crime|Drama|Romance,문경새재 고추장불고기,실생활 요리|구이요리|한식 요리|돼지고기
4767,Abbott and Costello Meet the Mummy (1955),Comedy|Horror,통감자구이,실생활 요리|양식 요리|구이요리|술안주|자취 초보 요리|기미/주근깨|빈혈 예방|움짤 레시피|수유모 건강
4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)",Crime|Mystery|Thriller,양배추 샐러드 핫도그,채소류 요리|자취 초보 요리|과일 요리|퓨전요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|햄버거/핫도그
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary,즉석짜장떡볶이,한식 요리|간식/야식|한식면|움짤 레시피|조림요리
4770,"Glass House, The (2001)",Thriller,오렌지새우샐러드,수산물|양식 요리|자취 초보 요리|면역력 강화|샐러드요리|간식/야식|15분 요리|아이 간식
4771,Hardball (2001),Drama,라파오꼬노미야끼,가공식품 요리|술안주|자취 초보 요리|퓨전요리|혼밥 요리|15분 요리|간단 재료 요리|전/부침요리|동영상 레시피
4772,Dinner Rush (2000),Drama,어묵피자까스,가공식품 요리|술안주|자취 초보 요리|퓨전요리|튀김요리|혼밥 요리|피자|간식/야식
4774,Big Trouble (2002),Comedy|Crime,골뱅이비빔국수,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|비빔면요리|간단 재료 요리|수산가공품
4775,Glitter (2001),Drama|Musical|Romance,쉽게 만드는 무 갈비찜,손님 접대 요리|쇠고기|찜요리|실생활 요리|채소류 요리|파티/명절요리|한식 요리|조림요리|스튜/스프요리|간편 메인반찬
4776,Training Day (2001),Crime|Drama|Thriller,고구마도넛,채소류 요리|퓨전요리|튀김요리|간식/야식
4782,Sidewalks of New York (2001),Comedy|Romance,부추 조개 된장국,실생활 요리|수산물|국/탕요리|자취 초보 요리|한식 요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|간편 메인반찬
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary,부꾸미,한식 요리|간식/야식|움짤 레시피|전/부침요리|아이 간식
4784,"French Lieutenant's Woman, The (1981)",Drama, 치즈 베이컨 포테이토,가공식품 요리|술안주|자취 초보 요리|퓨전요리|튀김요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리
4787,Little Man Tate (1991),Drama,불닭볶음면 김말이,가공식품 요리|술안주|자취 초보 요리|퓨전요리|튀김요리|혼밥 요리|볶음면요리|간식/야식|15분 요리|간단 재료 요리|동영상 레시피
4789,Phantom of the Paradise (1974),Comedy|Fantasy|Horror|Musical|Thriller,아보카도퓨레,실생활 요리|양식 요리|자취 초보 요리|과일 요리|혼밥 요리|간단 재료 요리|10분 요리|5분 요리|아이 성장/발육 |아이 간식|죽/미음
4792,13 Ghosts (1960),Horror,사천식 쇠고기볶음,쇠고기|실생활 요리|채소류 요리|볶음요리|중식 요리
4795,Father Goose (1964),Adventure|Comedy|Romance|War,등갈비찜,찜요리|실생활 요리|한식 요리|돼지고기
4796,"Grass Is Greener, The (1960)",Comedy|Romance,버섯굴매운탕,실생활 요리|수산물|국/탕요리|자취 초보 요리|한식 요리|혼밥 요리|빈혈 예방|다이어트 요리|움짤 레시피|간단 재료 요리|아이 성장/발육 |암 예방|잇몸 건강|피부 재생|산모 건강
4798,Indiscreet (1958),Comedy|Romance,쇠고기미역국,실생활 요리|수산물|국/탕요리|자취 초보 요리|한식 요리|혼밥 요리|간단 재료 요리|아이 성장/발육 |수유모 건강|산모 건강|간편 메인반찬|간 튼튼
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,어니언딥,양식 요리|채소류 요리|양념/소스/잼|자취 초보 요리|간식/야식
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller,식빵 핫도그,양식 요리|자취 초보 요리|간식/야식|햄/소시지|햄버거/핫도그|아이 간식
4801,"Little Foxes, The (1941)",Drama,모짜렐라어묵튀김,가공식품 요리|술안주|자취 초보 요리|퓨전요리|튀김요리|혼밥 요리|간식/야식|움짤 레시피|간단 재료 요리|수산가공품
4802,Operation Petticoat (1959),Action|Comedy|Romance|War,리얼스토리_브런치만들기,빵/케이크|양식 요리|자취 초보 요리|혼밥 요리|간식/야식|달걀/유제품 요리|간단 재료 요리|10분 요리|5분 요리|햄버거/핫도그|동영상 레시피
4803,Play Misty for Me (1971),Drama|Thriller,새우 파프리카전,손님 접대 요리|실생활 요리|수산물|술안주|파티/명절요리|자취 초보 요리|한식 요리|면역력 강화|혼밥 요리|간식/야식|움짤 레시피|간단 재료 요리|전/부침요리|수유모 건강|아이 간식|산모 건강
4804,Pocketful of Miracles (1961),Comedy|Drama,스팸고추장볶음밥,실생활 요리|자취 초보 요리|볶음요리|퓨전요리|혼밥 요리|햄/소시지|10분 요리|볶음밥/오므라이스|간편 메인반찬|동영상 레시피
4806,"Shop on Main Street, The (Obchod na korze) (1965)",Drama,콘치즈 만두,가공식품 요리|술안주|자취 초보 요리|퓨전요리|튀김요리|간식/야식|간단 재료 요리|동영상 레시피
4809,Silkwood (1983),Drama,베이컨 오레오 튀김,가공식품 요리|술안주|자취 초보 요리|퓨전요리|돼지고기|튀김요리|간단 재료 요리|동영상 레시피
4810,I Never Promised You a Rose Garden (1977),Drama,햄치즈카나페,가공식품 요리|술안주|자취 초보 요리|퓨전요리|과자/쿠키
4811,Quadrophenia (1979),Drama|Musical,생강 콜라,손님 접대 요리|간단 재료 요리|이국적인맛|기타음료|차/커피
